word	count
rar	7
hufhuf	1
mungani	4
anukanuka	1
puppet's	2
aru	1
churr	3
sliming	1
mics	6
tickoo	8
diku	2
yada	2
arf	17
yidedededade	1
gia	4
doopsa	1
oopsa	1
rahr	1
fromage	8
avocado's	2
digada	4
villainess	2
ganna	2
babi	1
dadigi	1
uhhh	17
mungu	1
munga	4
toucan's	2
achooie	2
nursies	66
nungi	2
howda	1
pitter	16
shukaday	2
yunna	1
leopard's	1
sullusy	1
busi	1
tapalililili	1
capalilili	1
capalililili	1
loliloli	1
pipo	14
pipo's	1
yolky	12
ick	2
nai's	1
kiddo	18
fafolly	1
allisi	1
bzzzz	3
gih	1
bonked	4
init	1
badega's	1
pagadi	3
biggy	11
gageek	1
siggy	1
megula	1
asha's	2
digadigadigadiga	3
ugudigadugudugudud	1
lainai	1
zoobs	7
bubbali	2
n'	20
daddiji	5
ooga	9
kaitano's	1
minie	8
clunkamunk	4
ojowiowiowiu	1
pickin	2
daddiji's	1
wouldju	5
goninganinga	1
chichichichichichi	2
yoga's	1
elastics	11
nowano	1
kamutanutaluta	1
tch	4
yoey	1
pteranodon	15
y'wanna	20
ouchy	1
buncha	1
cruncha	1
garlics	1
scapes	2
keenas	2
hostas	5
kerplat	4
clunkamunka	3
caf	1
kerplop	1
nobotics	2
whatchour	1
booya	2
brachiosaurus	13
devasion	4
sweety	1
sp	8
gasha	1
pactagon	3
dabagi	1
babagi	1
gili	4
clunkimunk	1
tentagon	7
plumber's	3
rake's	1
correctamundo	1
statistics'll	1
gog	8
ying's	4
you's	1
grog's	1
kooz	2
kuz	1
wuid	1
brrio	1
miker	1
ive	1
klack	1
wuggle	2
haveta	1
ashay	19
helper's	1
reggianno	1
regianno	1
aboonk	2
hmph	1
armadillo's	1
bumpin	1
mumba	1
ticky	1
loon's	1
ticky-tacky	1
yamaz	1
pteradon	3
numma	4
mutsa	1
nutsa	1
ornika	5
spidersaurus	2
bikesa	1
yikesa	1
sivah	1
babajee	1
cattie	6
masta	1
fasta	1
wasta	1
zingo	2
bave	1
untwisted	1
reinspected	1
ayayayayay	1
bommy	1
faima	1
lark's	1
dommy	1
dainkner's	1
dainkner	1
sudder	1
bubaloo	3
sweetiepie	2
offa	2
didgeridoo	3
nii	1
morocca	1
carrot's	2
horsie's	2
fofama	1
spirally	1
singy	3
willo	3
dillo	1
lenana	1
doinka	3
clonk	3
punjabi	11
sh'we	1
hazmaniaz	1
jimalong	4
laka	13
duwaniz	1
wrenchie	3
p'choo	5
parrot's	1
darrot	20
pengams	5
gams	1
lusil	2
triaminic	1
hmmpf	1
hmmf	1
hippity	1
cadet's	2
eee	1
boomshakalaka	4
rapunzel's	3
morpho	3
mommily's	1
dadiji's	1
kameez	3
salwar	3
wzz	1
dolphin's	3
cats'	3
raseeka	1
kurpa	1
wan'a	1
diaper's	4
hotta	1
isn'e	2
cardar	2
ajumelargi	2
saddies	2
parasurulafalafalafalafalus	2
parololafalus	1
parasuralulafalafalus	2
parasurlulafalafalus	1
loley	5
gadare	1
koala's	9
bundler	2
mizz	1
mownie	1
eeney	1
tectagon	1
octopusagon	4
di'you	1
thistly	1
fasup	1
acoming	2
koalamala	1
bibba	2
puzz	7
cuatro	1
tres	1
vrap	7
kinasona	3
nusrat	4
bursie	2
vuh	2
lursie	1
sursie	1
trapegoid	1
doinkaboink	2
trapemoid	2
trapecoid	2
trapetoid	1
paddle's	3
trapeod	2
whoooo	1
klunked	1
dogerty	1
goldipocks	1
manuminy	1
goldisocks	1
vavuvuvi	2
goldibear	1
duduniniz	1
ye'	2
winken	1
pantley	1
wheeeee	2
bengle	2
furbur	1
rhino's	1
ma's	1
unlatch	1
klenjala	1
liza's	4
humper	7
flossy	2
luciwall	2
uncooked	1
foofy	4
gymbo	2
helda	2
wiggily	69
ooched	1
ooching	23
dankner's	1
hanuman	2
hanumanji	1
flossy's	1
tajumbidi	1
sucio	1
ooches	1
proseedcake	2
crustimony	2
alicy	1
ooch	3
intristing	1
s'pose	1
wamme	2
scary's	2
panookie	1
sigigagik	1
tajumbuddy	3
huckel	3
isn'	3
bubaly	8
breet	1
tha'	1
an'	10
where'jou	1
di'	1
appetit	1
ipanema	4
on'	1
watchou	1
iza'	1
birdie's	1
gumga	4
woggy's	1
supper's	2
mashpee	1
wheat's	1
macaroni's	2
faygan	1
baygan	1
bedelia	11
bedelia's	2
sclot	1
moofy	4
quat	2
roselinda's	2
gyot	1
srot	1
gloodness	1
papupper	1
roselinda	4
colores	1
mactaths	1
teepee	1
gesundeit	1
tappin'	1
passa	1
orzo	21
obwisana	1
w'jou	1
depressor	2
y'anna	2
orzo's	2
now'e	1
anonay	4
moishy	4
asoduskuh	1
nursing's	1
kasnacka	1
whatchamacallits	5
rinsie	2
hatchamacallits	3
timothy's	5
nursie's	1
hupkymupky	2
moodlekimoo	1
faddle	2
daddle	1
bathios	4
spattle	1
oatie	15
waddayou	1
doris's	1
smooshy	1
noncooking	1
lemony	1
oon	1
racc	1
y'want	7
faucet's	2
ffff	1
lalie	2
pumommy	2
portishead	3
y'ant	1
didjya	1
towel's	1
naddy	1
nika	2
wooba	11
fooba	11
broomhilda	1
talulah	1
tibble	12
radido	12
eeek	2
glenmae	20
nonwheat	1
nonwholewheat	1
kindsa	1
dadda	1
whatchya	3
lycopenes	1
lami	1
licka	1
on'chou	1
squasher	2
sasooey	1
booey	1
looey	1
loli	9
get'choo	1
rupiameany	1
woobianeany	1
rubianeany	2
glenmae's	2
clourse	1
wooph	1
buster's	2
d'jou	1
fallin'	1
bib's	1
di'jou	6
jiggaluh	2
joobinana	1
wooginana	1
grownups'	1
rawring	10
snarly	2
rawr	5
flusher	1
snuffly	1
sniffly	1
n'kay	7
adub	1
combin'	1
scrubba	3
grumms	1
fancy's	4
d'jamme	1
chowing	1
sleepy's	4
heardjou	1
luciwull	2
a'	1
yessie	14
tool's	1
elt	1
pranilla	1
yostled	1
hunning	1
yostling	2
ashavari	1
ruchika	1
gatada	1
persey's	4
gasala	9
tajumbadi	1
denter's	1
macaque	12
litsila	1
shakalaka	1
you'n	1
daka	3
y'go	1
frenchist	2
iz'za	1
nkay	4
meows	1
toaster's	1
wh'n'cha	1
puttin'	1
tulalog	1
harmouth	3
softie	1
soaftie	2
malla	2
koalabal	1
fff	11
yarmouth	2
dameek	2
dikka	2
swikka	2
mumbudy	2
jiggler	1
nurney's	1
gima	1
sclaiming	3
squony	3
poshy	3
soaky	2
spose	1
soaka	1
zebra's	2
azalea's	1
cocanit	1
grizz	10
'member	3
fixit	4
y'a	1
cuttin'	1
babilize	1
zub	31
woopsie	1
mctats	11
buttah	3
repeled	1
bweeleelee	5
eastport	5
boobahloo	1
lubbeck	1
why'ncha	2
jezabel	2
loofing	1
stitchta	1
penne	12
pajumming	1
fly's	2
zippio	2
zipper's	1
xinny	1
moothie	3
scarry's	1
cluack	2
uzzers	6
tosie	1
dadiji	4
trucker's	1
sippa	1
bocka	8
reggiano	1
yumuh	1
cheez	6
bagel's	2
floaty	2
floatosaurus	1
liquidy	1
m'not	1
raccoon's	1
craigville	3
lifeguard's	3
douse's	1
skageeska	2
kawadee	8
phwack	2
y'an	1
willn't	1
gospal	8
smidge	3
yeap	2
where'r	1
gah	1
machias	2
lubec	1
temperaturewise	1
cobb's	3
gurdy	7
hurdy	9
gurdies	2
gospal's	1
akmak	4
swimsuit's	1
jumpin'	8
makh	3
akh	3
uzzer	1
pippo	8
carwen	5
machaias	2
hygienist's	2
gramps'	8
rxxx	1
watcha	2
pippo's	2
chompo	1
shouldn'a	1
skudick	1
twansmitter	1
guhmuh	1
y'alright	1
griz's	3
wha'z	1
watchoo	1
is'at	1
glirt	1
baybah	1
changa	2
spammed	1
that're	1
otoscope	3
fewdinee	4
gug	2
kaplank	1
kaplink	1
d'we	1
courtin'	1
koalaba	1
saag	4
casko	1
babybug	2
yoka	2
carwin	14
heffalumps	1
smoothie's	1
polyphenols	3
flavonoids	1
polyphenol	1
maloo	1
gonnna	1
pickin'	1
'ont'choo	1
okara	1
don'choo	1
d'have	1
y'like	2
mamaless	2
tvp	4
nukkaduk	3
piper's	2
poergy	2
'casue	1
di'n'choo	1
googalee	6
gumma	3
tidil	1
munka	9
hunka	9
dolls'	1
porning	1
jorning	2
uhthese	1
thought'cha	1
lesterville	1
'n'	1
monger's	1
nibilay	3
tondie	3
wanned	2
tozy	2
mccats	1
nurlaviz	1
deginneme	2
pff	2
imonna	1
t'see	1
'sit	1
oys	4
doys	1
wou'jou	1
oty	3
squirmy	3
ys	1
yots	1
eez	1
veena	18
pushba	12
whatd'ya	1
wuf	1
angcore	2
zoboomafoo	2
zaab	2
zaaboo	1
capiberra	1
grizzly's	1
why'on'tchoo	1
ymca	1
muntamum	2
halwa	1
loli's	1
'sthat	1
yogurts	2
dudameemurn	1
wheredja	1
chicka	50
galoo	1
lubriderm	7
porgie	2
digissi	1
tuffet	1
muffet	2
elasicka	1
timiam	10
wannna	1
pominim	1
pomium	3
zanes	1
nonfunctioning	1
cotuit	5
scwary	1
hlimpf	1
'unna	1
chickadees	1
uhyou're	1
pushpa	15
'an	1
plumerai	3
alouette	6
gentille	1
y'gonna	2
gurzy	2
loga	1
kaly	1
wata	1
shaunta	1
duckling's	2
popsicles	3
veterinarian's	1
yogurt's	1
wodney	4
whynchu	1
pappy's	1
snatty	1
'ere	1
tempeh	5
waar	1
snowin	1
yoyoing	1
kenorty	1
greenboro	1
kemilty	1
kenel	3
plavix	1
nadolol	1
vakas	2
yeaah	1
xantes	3
ergelbop	3
rancheros	3
huevos	2
woolies	1
silkies	1
doesn'e	1
can'tchoo	2
mernemer	2
styrachosaurus	1
flossing	2
didjer	1
splashedy	1
splishedy	1
yoko's	1
aioli	1
pushpa's	2
veena's	2
unmouthed	1
mellisa	1
hokie	1
hokay	1
mird	1
michebous	6
kichelich	3
washa	2
kichelous	4
poofrem	2
poose	1
pooselim	3
paradarrot	3
gazaggers	7
gazag	1
sooey	8
chuh	1
kufbrim	5
nerny	1
gadaggers	1
gadeegers	1
niled	5
suklami	2
klm	1
snaddy	2
laddy	1
goobadimunim	1
dino's	2
osterville	1
who'm	1
pj	1
plupnoop	1
barefeeted	1
ergyik	3
donchyou	1
blintzes	2
lansinal	2
twinchy	1
whydally	2
niledy	2
libba	11
lobba	1
frisbees	2
duladil	1
bornean	4
unna	1
hini	1
manchego	5
valdez's	1
glamosh	6
infectiono	1
megalo	1
pasa	1
juevos	2
vera's	1
disattached	1
twitchett	2
saddy	1
cakie	1
pannie	1
snowshoeing	1
chooch	7
nini	1
hoagies	1
chumchum	3
rururur	1
elana	2
heteras	1
yawnanananana	2
yawnanananananana	1
wringler	2
yununununuh	1
blaby	2
bledtime	3
blath	1
dwid	1
dwath	4
whyontchou	1
glath	1
gwath	3
gwed	1
gillow	2
fillow	1
blid	1
dwed	1
untest	2
unquest	1
unsode	1
bebby	1
blla	1
dohno	2
dithd	1
rinies	1
unsalted	1
whajou	1
delphadinia	1
hikakawa	1
bread's	1
whatid	1
daddyji	1
wriggly	3
nami	1
nim	2
glami	1
glim	2
stami	1
stim	2
dwommy	1
ahyahs	1
pes	1
baggies	2
glappens	2
grummies	2
sassuh	3
elomily	1
elominy	2
gulookalookalookalookalookalooka	1
pumpkindoodle	1
knickies	1
awooga	1
granny's	2
dudi	2
rewash	1
violet's	30
gate's	1
binkies	4
bonkie	1
stinkies	3
gutchi	2
clomp	4
splashie	1
fusser	1
dutchy	1
yesi	1
shwu	2
awu	1
splosh	3
nunchkie	2
fussa	1
hypojaune	1
fingies	1
linl	7
teethies	1
boogers	2
nums	1
peejays	13
vaivy	65
girtiegoo	1
tea's	3
binkit	1
mahnkeybowls	1
mahnkeybow	2
aceland	3
dadder	1
uppiedoo	2
beanie	1
licky	2
vivydoo	1
peekabookey	1
chom	3
toofies	1
vaivy's	2
cheek's	1
tubbies	2
gonn	2
sassafrassle	1
teetow	1
wakie	2
vaily	3
bzzz	2
snippitysnap	1
clipetyclop	1
chucka	2
snippies	1
pshoo	1
trickeded	1
vivi	3
rewound	3
mcgrack	1
dooch	1
ohoydah	1
flutterby	1
sthat	1
expirational	2
odenowich	2
basia	1
chih	2
many's	2
la-dee	1
crusties	2
oohoo	1
ruba	2
beebop	1
bindoo	3
binoo	1
pepperonis	2
abcdefg	2
hijklmnop	1
qrs	2
tuv	1
cleanie	2
wx	1
izzat	1
yucku	1
clipper's	1
da-dee	1
dohwee	1
whirly	2
awoh	1
heah	1
polie	3
rolie	16
squarshee	1
mcweed	1
clippy	1
howdeedu	1
chuckachucka	1
rolios	2
zo	2
whillikers	2
buhbup	2
y'did	1
perdeep	1
waa	2
terdul	1
notcha	1
scrubbie	2
diju	2
wherezis	1
peeyoo	1
wunky	1
lunky	2
hadda	3
munsty	3
olieohwee	1
howdeedo	1
meetcha	1
sista	1
wherz	1
whozis	3
ssssss	1
magoogy	1
worka	1
teensie	6
whachoo	1
i'ma	2
gram's	1
cullah	1
buhshum	1
thas	1
zis	1
spilly	1
twinky	1
didju	2
poupon	1
doodleuhdoo	1
whatdju	1
oyuh	1
puddit	1
jackstones	1
jeckyll	1
izat	1
mousie	1
curkle	3
yucka	2
minishark	1
mmhmm	1
antoinette's	1
gitchyer	1
onna	1
alrigh	1
whus	1
dishwasher's	1
woota	2
frosty's	1
penguin's	6
heyay	1
uwanna	1
dwant	1
wizardly	1
dirteez	1
ickle	4
gonpudall	1
crunky	2
waida	1
hoper	1
writie	2
doneed	1
awigh	1
goink	1
swizzled	1
ourchestra	1
agalma	1
arigh	1
asam	1
staple's	1
bloath	1
tain	4
gadda	1
tinkerbell	2
efg	1
vylie	1
peng's	1
bionicles	1
sanderling	2
toval	1
zazi	1
linguini	1
sonaly's	1
sonaly	1
thing'll	1
dinos	2
chitan	1
needa	1
kangaroo's	1
brant's	1
cliffy	1
dingos	1
stinkeroo	1
pencil's	1
reindeers	1
wendy'll	1
bob'll	1
carolers	2
pandas'	1
sculpin	2
mithta	1
kabob	3
squirty	1
sluggy	1
letcha	1
crocodile's	2
vylee	2
wump	1
octopusy	1
leest	1
planigale	1
jertain	3
shadow's	1
tattly	16
gehlie	2
theah	1
paht	1
trunkfuls	2
yeauh	2
tupperwares	1
nubberd	1
an'en	1
wazit	6
jimson	1
nubirds	2
rexy	5
boysenberry	1
ichabod	4
wuzzit	1
moat's	1
cinnamony	2
namby	1
chinny	1
rabbits'	2
crows'	2
rats'	2
squirrels'	2
yuckies	2
scrubble	1
pile's	1
loki	5
loki's	2
hupple	5
toolshed	3
what'djou	1
cleanser's	1
huptybupple	1
zice	1
zazzer	3
zizzer	3
bathyscaphe	1
poults	3
gentoo	1
coldie	2
doof	2
heya	1
tarsier	1
donts	2
underwears	1
nuggie	1
frankenswine	2
nuggies	3
aislin's	1
mascara's	1
viley	10
kind's	1
hickeymups	1
shandra	1
what'dja	1
kabobs	1
potty's	1
irtikaturn	1
suitcase'll	1
hiccomups	1
riaigukabu	1
hiccomucks	1
gooz	2
tissyew	1
soa	1
badder	1
birdle	2
syruppy	1
catle	4
longy	1
moo's	1
footsies	1
susienna	1
topum	2
thingies	2
mixable	1
shrinkas	1
whadjou	1
poos	1
sock's	1
dola	1
shickie	1
singin	3
snuba	1
bitties	1
reptles	1
pequito's	3
dudley's	1
goina	1
coola	2
yoa	1
won'tchu	6
daddio	2
picerne	4
i-oh	1
fiddly	3
coucher	1
tulom	1
fifth's	2
copipods	1
kayaked	1
monstering	1
bacalar	1
rashy	1
tigri	3
epiphytic	1
eef	1
tabebuia	1
foxes'	1
yepn	1
ferian	3
bringer	1
godivas	2
ferians	1
jacana	1
boonbell	1
bleeble	1
blubble	1
jabiru	1
guan	1
aracari	1
kiobeld	1
chachalaca	2
shakie	6
baryonyx	1
toucanet	2
clarey's	1
grandmama	1
unicorn's	1
wallfish	1
wook	1
catinga	1
cocamissle	1
coatimundi	1
apron's	1
agouti	2
kinkajou	1
grison	1
tayra	1
tamandua	1
margay	1
jaguarundi	2
insectasaurus	1
ichthyosaurus	4
peppermill	2
dari	2
biotopos	1
tigri's	1
flattener	1
dimetrodon	4
ironer	1
purpley	2
lookee	1
alpacky's	1
plesiosaurus	4
protoceratops	3
bumpety	2
pollie	1
zoli	1
pleisiosaurus	4
diplodocus	2
compsognathuss	1
vily	7
cystis	1
macrocystis	1
bryozoans	1
chiton	1
bubye	2
tigery	3
footy	1
oyayay	1
arunnin'	1
scootch	1
blubbery	1
gracie's	3
pics	1
basil's	1
vai	3
yicks	1
pocka	1
tamer's	1
shelly's	1
leets	1
nung	1
brrm	12
aturning	2
kerchoo	3
quackeroo	2
didaly	1
reer	3
toppumhat	3
couldjou	6
wontcha	4
baloneys	1
cantchou	1
yaya	31
whoda	1
dadadun	2
uppie	2
meechou	1
skoodledoop	2
skat	4
skoodledee	1
beachou	2
skoodledoo	1
bvoom	6
whatcher	1
obby	1
y'haven't	2
gilly's	1
yokay	1
y'got	1
y'see	1
d'y'wanna	3
ygonna	2
zz	1
what'm	1
dada's	6
bowl's	1
ywant	2
arnchu	2
fuh	1
s'posed	2
zuh	3
juh	4
unclip	1
abcd	2
bugga	10
efghjk	1
lmnop	1
tuvw	1
snoobyloo	1
nima	1
y'put	1
seuss's	2
ysay	5
fillie	2
feff	1
youyoyo	1
wami	1
pick'im	1
one'll	1
nixi	1
dywanna	1
shouldn't've	2
don'tcha	1
swimmies	1
zuzz	2
much're	1
upah	1
ydoing	1
achurning	1
quackaroo	1
pajamee	2
tumbersault	1
ubb's	1
ven	1
chuka	19
meltdowns	2
puwp	1
bubbaloo	1
dywant	1
g'ahead	1
balum	2
chunganow	2
loosies	1
goosies	1
engine'll	1
wagon's	1
comum	5
youkay	1
color're	1
wanchu	1
tablecloth's	1
joowee	1
wizi	1
goosie	8
loosie	2
gvelly	1
acumma	1
scoodle	2
drivin	1
swan's	1
kissies	1
whaddoo	1
det	1
gaggling	5
schoolbus'll	1
bapple	2
william'll	1
pickle's	6
toosi	2
tissue's	1
toppenhat	4
they's	1
werna	1
whir	1
heinie	1
poopies	4
n'we	2
furple	1
milkies	2
percy'll	1
batter's	1
candyland	10
burrrrm	1
vrrrm	3
sssh	3
yaya's	3
oatmeal's	1
chacha	4
danceable	2
benadryl	5
snoozers	4
gerald's	2
song'll	1
pterantadon	1
nuhhuh	1
chutterchoo	2
snargaloo	2
louisburg	1
rrrrr	5
aroof	6
rowf	2
knapsack's	1
awooo	1
grrrrr	1
kack	1
feets	2
dja	2
zum	5
rarrr	1
pooks	1
underwear's	1
pacmen	1
justins	1
ddoh	8
wire's	1
tellin	1
forehead's	2
pizzettes	1
ringman	1
llou	1
balo	9
balull	7
tail's	1
kayu's	1
miked	1
lookn't	1
tane	1
puddin	1
brmm	1
s'a	1
eyi	6
shmely	1
dumptruck's	1
goobye	1
howzat	1
idear	1
ground's	1
cheetah's	1
geit	1
s'aright	1
napkin's	1
padamy	1
ssh	1
whisperings	1
giraffing	1
whoap	1
oap	1
boogied	1
drebble	2
string's	1
